"timeindex","year","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
24,1992,0.163984029674714,2.71214035216212,0.547397601850315,2.19390195434894,-12.0134890944859,6.09815481412212,1.62404892413044,0.140814442519324
25,1993,0.261752315580884,2.83798071143329,0.400761564377583,1.8953096722358,-130.281733419698,3.8204055531688,2.23882184897164,0.239297458469059
26,1994,0.234470254251999,2.83827680489715,0.410632359194798,1.89993513293909,-91.3904624170304,4.26493332039143,2.20436379321848,0.234422878543882
27,1995,0.281652428709357,2.7685226260632,0.519102900196257,2.11934265318047,-18.634326556683,3.5504753308267,2.55641062895329,0.281557863601714
28,1996,0.248891735971266,2.76422794549223,0.368094363005434,2.01662303423455,123.832359403031,4.01781118243093,2.27094546694802,0.243786393163609
29,1997,0.205373161376712,2.93265864568814,0.141058249978563,2.21015638833258,-36.6185299853001,4.86918540522302,1.80101684426475,0.17202707847476
30,1998,0.273024453587126,3.00580462371932,0.240079118469665,2.10626247450706,-12.1841533476514,3.66267558404209,2.38909145253117,0.25986086935394
31,1999,0.281029267413291,3.01753152467636,0.253116411926963,2.085358164736,-11.2403489300971,3.55834824324317,2.51779133632286,0.276653381270716
32,2000,0.250335206906066,3.00847574676677,0.157142356144705,2.07953656725932,-18.1778475552867,3.99464387114846,2.31088388681266,0.249295176304204
33,2001,0.219051397714312,2.96535838218247,0.131124305189059,2.15896419377642,-28.5548511993544,4.5651386406774,2.08639510822852,0.217241190482702
34,2002,0.199961802388154,2.9250591091517,0.0119239129710221,2.2405098468538,69.4176958359542,5.00095512271319,1.96786770495919,0.199139331280163
35,2003,0.187204932098687,2.9500654484858,0.0369009518138256,2.18035729395283,1330.89107194756,5.34173960477087,1.86450169199277,0.182585213071275
36,2004,0.200153645263776,2.97385767666452,0.0852892676276628,2.12314361366579,-52.7456874906659,4.99616181699881,1.95342513882214,0.196871280820744
37,2005,0.203177820613442,2.99899783887724,0.100991448606901,2.07421104099156,-32.7843890811464,4.92179705924969,1.95592033953581,0.197264135907185
38,2006,0.176411798686887,2.9792915056389,0.0456440112847352,2.10847128763602,35.0891946022762,5.66855509349973,1.81208173833775,0.173889890474763
39,2007,0.168068417055332,2.97874590855906,0.0592990660941079,2.11096925872634,30.3374934598502,5.949957865497,1.77768843852685,0.16806738246303
40,2008,0.266075153109447,2.82279176865176,0.0632922963803922,2.30973029845997,10.8063872546379,3.75833665155747,2.42928311425167,0.265181733972553
41,2009,0.302924898236112,3.21631414268549,0.419657747146562,2.9874283577163,6.8416896972886,3.30114825761387,2.13485677057846,0.224394899871342
42,2010,0.352169130693428,3.18915319209097,0.276105141780242,2.89589564036675,4.04937961449446,2.83954473247266,3.00696319230359,0.334886477086283
43,2011,0.371342080628012,3.19175299040039,0.190214758267968,2.85921903972021,3.62538146301855,2.69293476868769,3.32709799982128,0.369234723873551
44,2012,0.350169405102392,3.09858605728918,0.324486979637957,3.18766260093466,4.51597721669683,2.85576062736718,3.13737618471747,0.349184079228352
45,2013,0.31554372650788,3.06523506808209,0.405684651568956,3.35935675809905,5.10329987742897,3.16913288394921,2.83666054622046,0.315502119446704
46,2014,0.34475498252458,2.9555209338184,0.472388371042212,3.80577334096014,6.18302620696833,2.90061072555696,3.0750149517126,0.34240286123148
47,2015,0.341748091408736,2.95683957583945,0.486130256819795,3.8082821505364,6.37255174568398,2.926131923306,3.06620819485357,0.341437109009226
