"timeindex","year","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
24,1992,0.223724357543592,4.1279945390836,0.27049045499037,3.09520384854077,14.7560301544148,4.46978599460345,1.96540304915319,0.198753280942018
25,1993,0.299327048482074,4.18993719333938,0.266584322743571,2.97222756314686,18.6943337010782,3.34082738286142,2.54574286387091,0.280209040334634
26,1994,0.312434840437386,4.23683419895923,0.17119452016366,2.82501073302216,52.9865868190719,3.20066737307553,2.75383990089482,0.305753323054652
27,1995,0.37366694937842,4.12129001757577,0.0412111933568984,2.9580682207881,-13.7553234026152,2.67617995560876,3.27871362554001,0.364200109462162
28,1996,0.390026240082567,4.14219136956877,0.00732991921640382,2.9009851958673,-11.7316939053988,2.56393005708617,3.48582918676166,0.385402971473571
29,1997,0.388165998198079,4.08870953979548,0.0481736023249537,3.03912983363781,-8.95968404203716,2.57621740348753,3.5060672562084,0.387428065835149
30,1998,0.36281451983099,4.1775775267263,0.142102418764476,2.85046030776053,-6.40811707504834,2.75622927237265,3.12638944034064,0.347996554788905
31,1999,0.17573723208191,3.77810202905312,0.134530079667384,2.88236460184924,-4.10787608893639,5.69031381769975,1.80144861170997,0.172099951081953
32,2000,0.228444390047664,3.67382686820062,0.287007296270569,2.69528905490616,-3.79238077386152,4.37743294896125,1.92303347264108,0.192051883996973
33,2001,0.381307926983878,3.99955589597227,0.0783868482899187,2.60229559122978,-5.58453836304418,2.62255235003882,2.8816860797052,0.320710836045654
34,2002,0.244073027206721,4.01595038764784,0.0615745119573008,2.56285772407602,-5.38460937184449,4.09713441687695,2.2443477452915,0.24007340486705
35,2003,0.117843964979918,3.8372189491332,0.0978720830898273,2.86885584828366,-7.14393594994393,8.48579730129083,1.50239519759426,0.117608370419566
36,2004,0.299056222037136,3.371377921627,0.324600460726899,2.61834302901384,-15.6581125985967,3.34385284876576,2.68211724666648,0.297125780055858
37,2005,0.284838175595613,3.28739119010373,0.354427797925168,2.82633821357628,-10.9109912604002,3.51076535969571,2.54132546962338,0.279649190684403
38,2006,0.274195295795733,3.27687967321,0.426882089802559,2.89919656232796,-8.66049956963293,3.64703558132875,2.4968049621497,0.273962955911429
39,2007,0.282346313945951,3.35651794179958,0.498592506111933,2.78324377780763,-6.09639613110873,3.54174979663955,2.46133999678383,0.269374896796496
40,2008,0.312191296400795,3.41415395632717,0.53051968504475,2.68979826547877,-5.24450326445232,3.20316425066568,2.71906976589839,0.301592936416609
41,2009,0.251415761410451,3.5254699143735,0.424663752401057,2.3765048346594,-7.16863355279267,3.9774753754099,2.21705826688952,0.236225966855866
42,2010,0.248956904281248,3.5216090623421,0.441241347603258,2.39591101448125,-6.90480075808986,4.01675945837715,2.30678908640276,0.248733979345742
43,2011,0.254257937558018,3.51641401491271,0.433406194670089,2.40248994035073,-7.07767133933469,3.93301388977016,2.33821770087094,0.253020614729691
44,2012,0.245069227511903,3.51194043530848,0.449183718058195,2.4233027201313,-6.83094511898776,4.08047966753162,2.27737443647608,0.244678494078978
45,2013,0.24072988066948,3.61729341033919,0.391420394170142,2.20061147335982,-9.16768650353361,4.15403354672448,2.14138213431975,0.225347776865169
46,2014,0.296027476097714,3.86198190690682,0.451826037530748,2.13407187624871,-17.4914192553884,3.37806481067965,2.33955322979798,0.253201726178302
47,2015,0.477775060051992,3.94666696206895,0.460877484060608,2.0795621710714,-24.8687182421589,2.09303516154899,3.97793895169711,0.432647044058959
