"timeindex","WaterYear","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
28,1990,0.326757930728245,0.142553014318618,0.0522761099420065,3.42606053137146,2.9024257343322,3.06036948444159,3.16050539390065,0.324875441920049
29,1991,0.497663196580251,0.13757455007424,0.147507435546953,3.80245415347078,3.43896354237845,2.00939110400691,5.49977132409267,0.495307144108432
30,1992,0.713854978894082,0.121140833272915,0.860147674627002,3.43242354597266,2.46490785941158,1.40084475077728,9.39753754910874,0.695538372768786
31,1993,0.723955704877233,0.121500893453369,0.952932270938293,3.52938222730069,2.71740996250735,1.38129997907756,9.79507431247777,0.715217580285499
32,1994,0.71556104950455,0.121285760168819,0.91909985503059,3.50404307512709,2.61952853423553,1.39750479807753,9.80081505560695,0.715504683871946
33,1995,0.712430083863743,0.124485191518949,0.907370858221724,3.37173646148845,3.00940256771486,1.40364650882887,9.02589780529788,0.677394021032089
34,1996,0.713352285489302,0.127960532387229,0.911384451970939,3.27331696390228,3.6336617953578,1.40183191438727,9.00066644158743,0.676167500467152
35,1997,0.734433515195961,0.10860280987081,0.639419858092405,2.38246926634992,5.44554392710023,1.36159363551537,10.0029884263978,0.72568281078728
36,1998,0.672311227221297,0.100081361457045,0.644229909136237,2.60348211356372,7.6991515155572,1.48740636703787,8.87605658497434,0.670116120741904
37,1999,0.648991578884953,0.0909588955644164,0.662786541969866,2.80418727360592,25.1517591050633,1.54085204266922,8.35816312043264,0.644990521785485
38,2000,0.583853926686341,0.0855022564212527,0.777848631175621,3.33361602396657,-33.6405872573187,1.71275717143069,7.11998724544067,0.583676510820074
39,2001,0.442321985895649,0.0780393974673577,0.843175855489631,4.00897769615335,-8.25377779682776,2.26079650545772,4.65537283833254,0.442140565912485
40,2002,0.35159441672133,0.0637540764722754,0.165801359453399,2.48509034668232,-3.63658535135873,2.84418623402825,3.45322287967415,0.351141277353919
41,2003,0.299710335829101,0.0577556995082541,0.0135106517261834,2.15337369871788,-2.37484354000904,3.33655493472943,2.84903770809094,0.294418327997346
42,2004,0.31316413823867,0.0560042685897766,0.0900221855271536,2.30245034554479,-1.99430076766147,3.19321364708074,3.01298605080685,0.310804714678716
43,2005,0.329719868266952,0.0562816969070175,0.179221563333907,2.28008501711886,-1.88015479931425,3.03287759168449,3.16711519739113,0.325492006758838
44,2006,0.380764593182613,0.0562723231098983,0.178793618036629,2.28116187196995,-1.88079232636793,2.62629461327147,3.74934810012157,0.375791923738838
45,2007,0.316272195842988,0.0532015549455954,0.224628350584355,2.51265110605027,-1.57447741552316,3.16183342432177,3.06491091006058,0.315826664604173
46,2008,0.409607542873379,0.0507209642022641,0.318196452972928,2.78827735435563,-1.33439894936734,2.44136129179908,4.13010900530663,0.405139961025592
47,2009,0.397388896716581,0.0502500327746403,0.298966852962336,2.85913475935927,-1.3488049939948,2.51642662455464,3.99525952721759,0.395018342977726
48,2010,0.349407536337744,0.0499813535334823,0.295015855981479,2.89983834178518,-1.35415737583598,2.86198749598057,3.36910198811281,0.343801563668007
49,2011,0.375865024247286,0.046037840979262,0.613015871988773,2.8857446249785,-1.34851031786026,2.66052953983313,3.68425651881588,0.370522265838407
50,2012,0.353412250785339,0.0458034669427824,0.593863227686419,2.91209998415984,-1.36285387891073,2.8295566941379,3.46851721095095,0.352458799532061
51,2013,0.347744212030038,0.0454428081695153,0.479850675424052,2.76098659695961,-1.53434461988601,2.87567690677658,3.23992643519175,0.332208851575404
52,2014,0.333147839433733,0.0453849339555763,0.462471445912251,2.76228707035672,-1.54790563837745,3.00167037462932,3.24887364505982,0.3330249230162
53,2015,0.30875644618226,0.0455902166428508,0.553379417494914,2.79081609175147,-1.4734885474013,3.2387987760738,2.95009987574552,0.304617038887987
54,2016,0.192251346617126,0.0432975106132031,0.627246458971162,3.10112577375298,-1.20569962573687,5.2015240340112,1.93916437859112,0.183742384047296
55,2017,0.202754251305996,0.0396472898397822,0.53893438702115,3.12802520004335,-0.958221838659141,4.93207907384788,1.99756804823337,0.192169803852264
56,2018,0.256808526215653,0.0419873226802897,0.450971453794168,3.1655913408686,-0.921803383711124,3.89395171077871,2.23046278940572,0.223639442917509
