"timeindex","WaterYear","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
24,1995,0.0887921018756113,3642.50553903508,0.893586104038884,3.26680684827186,5.18899299838677,11.2622629589386,1.3367922483619,0.0832429719149487
25,1996,0.00304732398928311,3598.08582775078,0.964599997973824,3.48621328518257,5.70589641316167,328.156770831333,1.01080792930874,0.00302899445412202
26,1997,-0.0145165911544856,2989.87036629598,0.602394288357085,2.3067689868865,39.6263578247263,-68.8866958749473,0.95164461901371,-0.0139122940980678
27,1998,-0.0563663091922853,3072.60433102406,0.471161873423515,2.03479300276298,13.7286009100099,-17.7410941807215,0.825039376360451,-0.0534945488071213
28,1999,-0.0012206388366671,2824.75625908452,0.380810609981304,1.99913414703779,58.4186902901439,-819.243145442151,0.995764891753829,-0.00119472241022349
29,2000,-0.0218359528400822,2881.67500468177,0.404404025512391,1.93492362459496,-80.0790288168187,-45.796032228298,0.928037544468407,-0.0209298305922309
30,2001,0.0223351309959313,2862.38737765482,0.570391364632703,2.10256511963918,-12.6955468781307,44.7725155577626,1.08050127336866,0.0219077881847302
31,2002,0.0392483109586049,2904.7034656821,0.591616236732502,2.06386876643348,-9.81471393002197,25.4788034332152,1.14324819218858,0.0380148619792654
32,2003,-0.0067264353354355,2909.30291864384,0.434977127015292,1.92360666607876,-25.5616541525635,-148.667154314545,0.976922748967416,-0.00656448802871014
33,2004,0.0175628517030086,2896.23672508814,0.389052103628889,1.92571127699939,-47.4241361371568,56.9383615434557,1.06409756445711,0.0175622309683623
34,2005,0.0459569626982786,2844.91420116023,0.404052358146903,2.01108528203581,-26.1545985896637,21.7594884711007,1.16948595752858,0.0445216499013912
35,2006,0.0517815379329089,2829.01993411977,0.361159910054427,2.02490813077503,-49.1572580821904,19.3119022709533,1.19930488781844,0.0517633084231918
36,2007,0.0799243889832384,2818.30361129525,0.409564224935987,2.07894264070681,-27.8621158442112,12.5118253979986,1.32162418429003,0.0799126701158288
37,2008,0.0501264884423233,2672.14312472367,0.430328099923238,2.12924123079467,28.2768772720544,19.9495322946993,1.19240500355591,0.0501017613742382
38,2009,0.0326551475979577,2655.35308640488,0.392927735698354,2.14986563419154,18.9199985482643,30.6230433349056,1.12189268242139,0.0326216897660251
39,2010,0.00123615147499894,2627.16049060918,0.351856557500891,2.19573037539947,13.1176658702753,808.962348243657,1.00439154181695,0.00123419268807434
40,2011,-0.057994350019132,2577.38281066298,0.346369255329487,2.27899132068331,9.83363285594582,-17.2430590164405,0.813512994466094,-0.0573557984607478
41,2012,0.0502907439248949,2512.86108242702,0.393808175025584,2.3447806149396,7.89341624806929,19.884374776667,1.18656476428481,0.0486888016071668
42,2013,-0.0681450921552678,2414.24204278543,0.55872790944591,2.67909243374451,31.72437739017,-14.6745711007553,0.786908829318614,-0.0664525270188442
43,2014,-0.0671700453389575,2214.80947652603,0.547103756754333,2.7876528022128,-8.79483110083887,-14.8875885813943,0.794945294080037,-0.0636768625293308
44,2015,-0.0360558956378732,2224.87484408561,0.637002846541491,2.82406561630421,-6.76976791820046,-27.734715288825,0.880240921859465,-0.0356281740892325
45,2016,-0.00826187830044128,2291.70519084392,0.650681107023412,2.70302715985471,-5.29267771422261,-121.037851640418,0.972616304448723,-0.0078044572099368
46,2017,0.00546745726934099,2297.24831945689,0.679307936467878,2.70866770406378,-5.0013115628942,182.900377769305,1.01948738573697,0.00544104850165382
47,2018,0.183596715089819,2202.29519287783,0.793867394254888,2.83330301217394,-5.94059077002691,5.4467205445957,1.85395116579928,0.180852010020383
