"timeindex","year","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
24,1992,0.361819307380583,8.57720457243498,0.0572437943129541,2.3278771545365,5.00843467855219,2.76381049767513,3.23116815471764,0.359201394115412
25,1993,0.381724276245407,7.70503491342971,0.201965673497755,2.1506780819724,3.22513341815831,2.61969191437306,3.43491430157545,0.380272838129697
26,1994,0.393093578422184,7.78208194207475,0.21328393041139,2.10027953574035,3.40160285291886,2.54392352073988,3.43229168423203,0.380007189056382
27,1995,0.434540442206982,8.12566911478153,0.222513826660289,1.97784711131144,4.36011814688007,2.30128177465166,3.62921789085009,0.399586213069425
28,1996,0.410875699633472,8.13233736267992,0.23750138510362,1.97634435970362,4.46509562931213,2.43382609604818,3.7377686726164,0.410082019753993
29,1997,0.396983020853691,8.10105949353443,0.203553572312927,1.99345018434971,4.20243426723547,2.51899942181294,3.59958366807055,0.39668570768452
30,1998,0.463620192078902,7.95112777814777,0.145784636589714,2.08697722634124,3.61496347680092,2.15693797872767,4.31725465266969,0.463222177614296
31,1999,0.396738205533342,7.68038574283438,0.249603228707315,2.3210817925165,4.37031167260097,2.52055382126781,3.59938169145215,0.396665885357246
32,2000,0.261255068471716,7.12729266080228,0.286109815365834,2.60205431029589,6.37615143033964,3.82767693599124,2.39706697395046,0.260922462921394
33,2001,0.223689707250485,6.23001245235015,0.00591016131944786,2.0747333014791,24.3929049258663,4.47047837958951,2.11194132280734,0.221029294560943
34,2002,0.160567866242466,6.14296160864479,0.167059048185607,2.17085380823227,-29.3503590412818,6.22789617500395,1.71528596227664,0.157252258099891
35,2003,0.0142344367754497,5.6897259364403,0.10790720238071,2.31482317499168,-9.26569505515883,70.2521649275729,1.05147980462588,0.0141795786310038
36,2004,0.0210203352318494,5.24845998197684,0.0956590923400323,2.42821792464799,-4.47995701802122,47.5729805909483,1.07649004505896,0.0208505182553932
37,2005,0.0402147338575878,5.2784687842328,0.139264097444846,2.38494162868849,-4.18647794277113,24.8665079704691,1.15019307325208,0.039749755148437
38,2006,-0.135951980634107,4.81434426441289,0.0669869424007734,2.49949966385717,-2.76689996285279,-7.35553829621167,0.607671008719938,-0.135778180998136
39,2007,-0.0463287303285687,4.36841069219415,0.0757508315397079,2.58662543032651,-2.02786951858561,-21.5848781718792,0.846806965205792,-0.046328657087086
40,2008,0.0629393027112021,4.23091714460921,0.196616076573499,2.86124567789037,-2.24850446805528,15.8883234628212,1.24589641549855,0.0627690747249608
41,2009,0.183785698798695,3.83463596976931,0.417135554953462,2.9395136082203,-1.68234462683488,5.44111977447889,1.87010464855277,0.183502255814616
42,2010,0.122084811536662,3.73367864550061,0.500964090643365,3.26249041303087,-1.7436981121498,8.19102710167758,1.523019586796,0.121654550375275
43,2011,0.0958989294827082,3.55693625702444,0.589131637946322,3.82860476856991,-1.82557147992659,10.4276450779392,1.39431269758478,0.0955798381994196
44,2012,0.0184053756396171,3.53557642628982,0.711089976702838,4.02316507474962,-1.95725638834937,54.3319527718591,1.06696031196252,0.0183248109070622
45,2013,0.233518755291635,2.93404331026559,0.201635251775339,3.87615617988316,-2.02994546445814,4.28231128052704,2.18954249732411,0.232306799042265
46,2014,0.238032102767347,2.79144603960445,0.1623119957465,4.39299859482978,-1.68403726290614,4.20111400258225,2.22648102082399,0.237558840337444
47,2015,0.20133237420344,2.78523092985212,0.103161874028221,4.42065310541843,-1.62495974804372,4.96691107903754,1.98100571129674,0.201190335602877
