"timeindex","YEAR","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
27,1981,0.456724949937619,1.76200496081175,0.616006385180015,2.96795813570284,4.25936336344349,2.18950158106445,4.47283125000694,0.436363426656482
28,1982,0.459806001995597,1.8312977794586,0.627213522401668,2.87284490951096,3.41631037874509,2.17483024505969,4.3157512241344,0.424963223057396
29,1983,0.347631142757505,1.60139156964574,0.381985973412299,2.58336796100478,2.31989556930787,2.87661223924798,3.35127786057153,0.346535336064315
30,1984,0.281070924311801,1.51322894307519,0.339266201866651,2.79679035726515,1.99884970316758,3.55782086833951,2.64059660653318,0.275229464120239
31,1985,0.180623121216764,1.4502151984483,0.314672732843643,3.03137843014198,1.79894731470222,5.53638976706592,1.87627436121398,0.175921501511832
32,1986,0.277610634103172,1.48285079336132,0.418128545031159,3.22807419744026,1.87117860198462,3.6021674862367,2.16008714453522,0.216503225487362
33,1987,0.172256465878984,1.48614449352994,0.500632557699951,3.2566815138326,1.77613104234004,5.80529732162586,1.84340618952574,0.170862099411564
34,1988,0.120703175295143,1.71952144239056,0.725202725960188,3.33609358068921,2.56820862208016,8.2847861918695,1.39160999479468,0.0912929969224457
35,1989,0.296375878434424,1.82032518485573,0.725192251381372,2.99798238246063,3.04557317709733,3.37409375311649,2.49330513846766,0.258335938706915
36,1990,0.28442583350957,1.81956390592098,0.683419911999903,2.96230028222754,3.1813014275496,3.51585503911815,2.72159554377916,0.284161615239348
37,1991,0.28692676614983,1.72751130920049,0.814346684695859,3.5311140785201,2.53623901674119,3.48520987922685,2.74710299205843,0.286925178767126
38,1992,0.297439966139055,1.7213186496915,0.86788388140015,3.63460683223628,2.43122905766147,3.36202297552876,2.84607365439283,0.29743567759329
39,1993,0.281737286025513,1.71282664579998,0.83127951211945,3.64236379748929,2.52822614540541,3.54940595228651,2.69925903061555,0.281722506708485
40,1994,0.283366621416346,1.68629563041272,0.830924278514024,3.76061073307962,2.64579682070893,3.52899715217593,2.70328776852488,0.282163770277656
41,1995,0.279059042210327,1.68441697324625,0.802307602059036,3.74244442135846,2.71788208892469,3.58347105357833,2.6749503127383,0.279047407240777
42,1996,0.254681010383036,1.69118410065415,0.697716581466428,3.58281890650986,3.00944854143883,3.92648041758596,2.43704388496802,0.251644236836943
43,1997,0.27138328531711,1.58030261377181,0.872178879799059,3.70760954497639,3.83661832999407,3.68482531572092,2.58360179872415,0.268795685961684
44,1998,0.303943830365475,1.70451988291917,0.741033683036277,3.06505253594594,6.52645035096239,3.29008158776429,2.51694625121624,0.26110711161577
45,1999,0.45776526557368,1.92164910119657,0.771293155068181,2.904211816674,27.6606676883235,2.18452572793347,3.53163156556096,0.362515382738026
46,2000,0.515444672067842,2.0267654421334,0.637875830698651,2.45425478821093,-32.8643075838424,1.94007243490991,4.8884555105355,0.465135683483607
47,2001,0.519342889461769,2.07092973973872,0.500497464751077,2.19494508965992,-12.6789675386327,1.9255101403937,5.38387306631989,0.4972346897642
48,2002,0.492288575700862,1.99349430442948,0.518808295174601,2.27610196403549,-7.58278373682005,2.03132887773461,5.30151340976455,0.492041460944712
49,2003,0.463068795326187,2.04929257633131,0.364901326771559,2.0425644709491,-4.79124915311194,2.15950634137547,4.38160696751407,0.429781103179118
50,2004,0.416970373225259,2.01292639568277,0.284061415861361,2.09333708021998,-3.8825582761931,2.39825192438738,4.19995263162317,0.41635060829664
51,2005,0.442523744339587,1.96904381449883,0.256824871340553,2.18925332710223,-3.38736552334917,2.25976574769423,4.54258089830771,0.441327398754301
52,2006,0.449849154494264,1.96814042960603,0.266260239909419,2.19647278564178,-3.42099764149439,2.22296738808864,4.661425760421,0.44965458799709
53,2007,0.39930055239645,1.90975559566468,0.25564920316514,2.32207059009786,-2.94521254401619,2.50437920508344,3.96234550878073,0.39807053622375
54,2008,0.334032930767724,1.9577342181649,0.152812995828279,2.40454037396613,-3.1503412741345,2.99371681020087,2.76740356861011,0.289108275420723
