"timeindex","Year","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
13,2007,0.0610187411243826,304.097644588787,0.149161658552633,2.10390533556732,-11.3611759237916,16.3884075871308,1.14362686338088,0.051227363964135
14,2008,0.280198327312446,385.98925124,0.462551390633534,2.55848934852116,7.88928513659135,3.56890067685848,1.53967702104912,0.18021081139403
15,2009,0.43146643922359,347.64366390079,0.545657003106582,2.82378734157569,3.52202252571551,2.31767736512594,2.32687318037609,0.431040101336375
16,2010,0.396326621747789,332.518552633535,0.907154908498953,3.637727560926,6.40810967470558,2.5231714074367,2.19694174397257,0.38670543150176
17,2011,0.385787277935184,325.732627366034,1.19307501308293,4.30215577887602,13.5478607347467,2.59210206555336,2.1862708210416,0.383163824424334
18,2012,0.435664588748271,324.30215974645,1.4378116631075,4.82129176567432,-139.278619223127,2.29534377093431,2.32022182100213,0.428708324016159
19,2013,0.444711530627853,326.238645410145,1.42789184787748,4.76959753231095,-62.9964995203755,2.24864868825906,2.31731206861443,0.42769062073597
20,2014,0.414816061540969,323.646042494886,1.31642899915781,4.63409783117069,29.9271828852743,2.41070704033295,2.27800219003872,0.414076622334216
21,2015,0.397137801365187,324.689400814089,1.3329253143806,4.63259471467378,43.4759478443565,2.51801766682103,2.21611431549944,0.393102386272413
22,2016,0.408967148539449,317.687899775022,1.35314935023658,4.8131114771058,17.0181717116027,2.44518417572491,2.24920765183965,0.404252822054098
23,2017,0.415470588586808,330.284562361582,1.30421604829778,4.50776281728118,-369.577913198967,2.40690924332677,2.19174620434498,0.384979433599343
24,2018,0.457498151315369,302.583483670033,1.56209456943265,5.04556991073086,7.95240917005976,2.18580118220121,2.40000394871491,0.45721914552089
25,2019,0.446580662451822,302.667735227,1.55510795623119,5.02791993837171,7.83871152481859,2.23923712797994,2.3683234650141,0.445750463290642
26,2020,0.200294824153204,288.812582698206,1.79603944837594,6.21022090986583,11.6495161732007,4.99264024533708,1.58077701818904,0.193012978127722
