"var","li","bandyears","winyears","ktau","bandwith","window"
"annrevi","sd",2,"11",-0.417417417417417,0.0425531914893617,0.234042553191489
"annrevi","sd",7,"11",-0.357357357357357,0.148936170212766,0.234042553191489
"annrevi","sd",12,"11",-0.318318318318318,0.25531914893617,0.234042553191489
"annrevi","sd",17,"11",-0.294294294294294,0.361702127659574,0.234042553191489
"annrevi","sd",22,"11",-0.297297297297297,0.468085106382979,0.234042553191489
"annrevi","sd",27,"11",-0.276276276276276,0.574468085106383,0.234042553191489
"annrevi","sd",32,"11",-0.273273273273273,0.680851063829787,0.234042553191489
"annrevi","sd",37,"11",-0.264264264264264,0.787234042553192,0.234042553191489
"annrevi","sd",42,"11",-0.261261261261261,0.893617021276596,0.234042553191489
"annrevi","sd",47,"11",-0.261261261261261,1,0.234042553191489
"annrevi","ac",2,"11",0.429429429429429,0.0425531914893617,0.234042553191489
"annrevi","ac",7,"11",-0.264264264264264,0.148936170212766,0.234042553191489
"annrevi","ac",12,"11",-0.219219219219219,0.25531914893617,0.234042553191489
"annrevi","ac",17,"11",-0.183183183183183,0.361702127659574,0.234042553191489
"annrevi","ac",22,"11",-0.186186186186186,0.468085106382979,0.234042553191489
"annrevi","ac",27,"11",-0.177177177177177,0.574468085106383,0.234042553191489
"annrevi","ac",32,"11",-0.174174174174174,0.680851063829787,0.234042553191489
"annrevi","ac",37,"11",-0.165165165165165,0.787234042553192,0.234042553191489
"annrevi","ac",42,"11",-0.174174174174174,0.893617021276596,0.234042553191489
"annrevi","ac",47,"11",-0.18018018018018,1,0.234042553191489
"annrevi","sk",2,"11",-0.012012012012012,0.0425531914893617,0.234042553191489
"annrevi","sk",7,"11",0.465465465465465,0.148936170212766,0.234042553191489
"annrevi","sk",12,"11",0.474474474474474,0.25531914893617,0.234042553191489
"annrevi","sk",17,"11",0.477477477477477,0.361702127659574,0.234042553191489
"annrevi","sk",22,"11",0.498498498498498,0.468085106382979,0.234042553191489
"annrevi","sk",27,"11",0.510510510510511,0.574468085106383,0.234042553191489
