"var","li","bandyears","winyears","ktau","bandwith","window"
"BION","sd",1,"6",-0.361904761904762,0.0384615384615385,0.230769230769231
"BION","sd",6,"6",-0.276190476190476,0.230769230769231,0.230769230769231
"BION","sd",11,"6",-0.257142857142857,0.423076923076923,0.230769230769231
"BION","sd",16,"6",-0.20952380952381,0.615384615384615,0.230769230769231
"BION","sd",21,"6",-0.19047619047619,0.807692307692308,0.230769230769231
"BION","sd",26,"6",-0.2,1,0.230769230769231
"BION","ac",1,"6",-0.133333333333333,0.0384615384615385,0.230769230769231
"BION","ac",6,"6",-0.0571428571428571,0.230769230769231,0.230769230769231
"BION","ac",11,"6",-0.133333333333333,0.423076923076923,0.230769230769231
"BION","ac",16,"6",-0.123809523809524,0.615384615384615,0.230769230769231
"BION","ac",21,"6",-0.123809523809524,0.807692307692308,0.230769230769231
"BION","ac",26,"6",-0.0952380952380952,1,0.230769230769231
"BION","sk",1,"6",0,0.0384615384615385,0.230769230769231
"BION","sk",6,"6",0.152380952380952,0.230769230769231,0.230769230769231
"BION","sk",11,"6",0.0380952380952381,0.423076923076923,0.230769230769231
"BION","sk",16,"6",-0.019047619047619,0.615384615384615,0.230769230769231
"BION","sk",21,"6",-0.0571428571428571,0.807692307692308,0.230769230769231
"BION","sk",26,"6",-0.0666666666666667,1,0.230769230769231
"BION","kt",1,"6",-0.0857142857142857,0.0384615384615385,0.230769230769231
"BION","kt",6,"6",0.333333333333333,0.230769230769231,0.230769230769231
"BION","kt",11,"6",0.0857142857142857,0.423076923076923,0.230769230769231
"BION","kt",16,"6",0.152380952380952,0.615384615384615,0.230769230769231
"BION","kt",21,"6",0.2,0.807692307692308,0.230769230769231
"BION","kt",26,"6",0.19047619047619,1,0.230769230769231
"BION","sd",1,"11",-0.65,0.0384615384615385,0.423076923076923
"BION","sd",6,"11",-0.266666666666667,0.230769230769231,0.423076923076923
"BION","sd",11,"11",-0.333333333333333,0.423076923076923,0.423076923076923
"BION","sd",16,"11",-0.3,0.615384615384615,0.423076923076923
"BION","sd",21,"11",-0.266666666666667,0.807692307692308,0.423076923076923
"BION","sd",26,"11",-0.216666666666667,1,0.423076923076923
"BION","ac",1,"11",0.266666666666667,0.0384615384615385,0.423076923076923
"BION","ac",6,"11",0.116666666666667,0.230769230769231,0.423076923076923
"BION","ac",11,"11",0.133333333333333,0.423076923076923,0.423076923076923
"BION","ac",16,"11",0.1,0.615384615384615,0.423076923076923
"BION","ac",21,"11",0.1,0.807692307692308,0.423076923076923
"BION","ac",26,"11",0.133333333333333,1,0.423076923076923
"BION","sk",1,"11",0.35,0.0384615384615385,0.423076923076923
"BION","sk",6,"11",0.316666666666667,0.230769230769231,0.423076923076923
"BION","sk",11,"11",0.333333333333333,0.423076923076923,0.423076923076923
"BION","sk",16,"11",0.266666666666667,0.615384615384615,0.423076923076923
"BION","sk",21,"11",0.3,0.807692307692308,0.423076923076923
"BION","sk",26,"11",0.266666666666667,1,0.423076923076923
"BION","kt",1,"11",0.216666666666667,0.0384615384615385,0.423076923076923
"BION","kt",6,"11",0.366666666666667,0.230769230769231,0.423076923076923
"BION","kt",11,"11",0.266666666666667,0.423076923076923,0.423076923076923
"BION","kt",16,"11",0.416666666666667,0.615384615384615,0.423076923076923
"BION","kt",21,"11",0.433333333333333,0.807692307692308,0.423076923076923
"BION","kt",26,"11",0.433333333333333,1,0.423076923076923
"BION","sd",1,"16",-0.418181818181818,0.0384615384615385,0.615384615384615
"BION","sd",6,"16",-0.490909090909091,0.230769230769231,0.615384615384615
"BION","sd",11,"16",-0.6,0.423076923076923,0.615384615384615
"BION","sd",16,"16",-0.527272727272727,0.615384615384615,0.615384615384615
"BION","sd",21,"16",-0.527272727272727,0.807692307692308,0.615384615384615
"BION","sd",26,"16",-0.454545454545455,1,0.615384615384615
"BION","ac",1,"16",0.0181818181818182,0.0384615384615385,0.615384615384615
"BION","ac",6,"16",0.0545454545454545,0.230769230769231,0.615384615384615
"BION","ac",11,"16",-0.127272727272727,0.423076923076923,0.615384615384615
"BION","ac",16,"16",-0.0181818181818182,0.615384615384615,0.615384615384615
"BION","ac",21,"16",0.127272727272727,0.807692307692308,0.615384615384615
"BION","ac",26,"16",0.2,1,0.615384615384615
"BION","sk",1,"16",0.127272727272727,0.0384615384615385,0.615384615384615
"BION","sk",6,"16",0.272727272727273,0.230769230769231,0.615384615384615
"BION","sk",11,"16",0.309090909090909,0.423076923076923,0.615384615384615
"BION","sk",16,"16",0.345454545454545,0.615384615384615,0.615384615384615
"BION","sk",21,"16",0.381818181818182,0.807692307692308,0.615384615384615
"BION","sk",26,"16",0.381818181818182,1,0.615384615384615
"BION","kt",1,"16",0.418181818181818,0.0384615384615385,0.615384615384615
"BION","kt",6,"16",0.454545454545455,0.230769230769231,0.615384615384615
"BION","kt",11,"16",0.454545454545455,0.423076923076923,0.615384615384615
"BION","kt",16,"16",0.454545454545455,0.615384615384615,0.615384615384615
"BION","kt",21,"16",0.490909090909091,0.807692307692308,0.615384615384615
"BION","kt",26,"16",0.490909090909091,1,0.615384615384615
