"var","li","bandyears","winyears","ktau","bandwith","window"
"ws2_flux_NO3","sd",2,"11",0.0600600600600601,0.0425531914893617,0.234042553191489
"ws2_flux_NO3","sd",7,"11",0.0510510510510511,0.148936170212766,0.234042553191489
"ws2_flux_NO3","sd",12,"11",0.03003003003003,0.25531914893617,0.234042553191489
"ws2_flux_NO3","sd",17,"11",0.024024024024024,0.361702127659574,0.234042553191489
"ws2_flux_NO3","sd",22,"11",0.00900900900900901,0.468085106382979,0.234042553191489
"ws2_flux_NO3","sd",27,"11",-0.012012012012012,0.574468085106383,0.234042553191489
"ws2_flux_NO3","sd",32,"11",0,0.680851063829787,0.234042553191489
"ws2_flux_NO3","sd",37,"11",0.003003003003003,0.787234042553192,0.234042553191489
"ws2_flux_NO3","sd",42,"11",0.021021021021021,0.893617021276596,0.234042553191489
"ws2_flux_NO3","sd",47,"11",0.021021021021021,1,0.234042553191489
"ws2_flux_NO3","ac",2,"11",-0.12012012012012,0.0425531914893617,0.234042553191489
"ws2_flux_NO3","ac",7,"11",-0.15015015015015,0.148936170212766,0.234042553191489
"ws2_flux_NO3","ac",12,"11",-0.222222222222222,0.25531914893617,0.234042553191489
"ws2_flux_NO3","ac",17,"11",-0.255255255255255,0.361702127659574,0.234042553191489
"ws2_flux_NO3","ac",22,"11",-0.24024024024024,0.468085106382979,0.234042553191489
"ws2_flux_NO3","ac",27,"11",-0.153153153153153,0.574468085106383,0.234042553191489
"ws2_flux_NO3","ac",32,"11",-0.129129129129129,0.680851063829787,0.234042553191489
"ws2_flux_NO3","ac",37,"11",-0.123123123123123,0.787234042553192,0.234042553191489
"ws2_flux_NO3","ac",42,"11",-0.0750750750750751,0.893617021276596,0.234042553191489
"ws2_flux_NO3","ac",47,"11",-0.039039039039039,1,0.234042553191489
"ws2_flux_NO3","sk",2,"11",0.441441441441441,0.0425531914893617,0.234042553191489
"ws2_flux_NO3","sk",7,"11",0.207207207207207,0.148936170212766,0.234042553191489
"ws2_flux_NO3","sk",12,"11",0.144144144144144,0.25531914893617,0.234042553191489
